Obs_ID,Study_ID,Cohort_ID,Shared_control_ID,Year,Country,Data_source,Data_location,Bird_species,Bird_common_name,Prey_species,Prey_common_name,Response,Measure,Direction,Detail_result,Note_result,Treatment_stimulus,Shape_pattern,Control_stimulus,Note_stimulus,Number_pattern,Diameter_pattern,Log_diameter,Area_pattern,Log_area,area_pattern_T,Log_area_pattern_T,Area_background,Log_background,Type_prey,Shape_prey,Diet_bird,Bird_sex,Bird_age,Tn,Cn,T_mean,C_mean,T_sd,C_sd,T_proportion,C_proportion,Study_design,Dataset,Mean_median,T_mean_median,C_mean_median,Type_of_variance_statistic,T_se,C_se,T_variance_q1,T_variance_q3,C_variance_q1,C_variance_q3,lnRR,lnRR_var,Note
180,Hossie_2012,Hossie_2012_1,Hossie_2012_a,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,solid-eyespots vs. solid-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.17187,0.195761,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.069694088,0.01332412,
181,Hossie_2012,Hossie_2012_2,Hossie_2012_a,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,countershaded-eyespots vs. countershaded-no eyespots; models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.147978,0.161251,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.045449379,0.015976888,
182,Hossie_2012,Hossie_2012_3,Hossie_2012_b,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,solid-eyespots vs. solid-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.625807,0.657662,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.035761242,0.003019126,
183,Hossie_2012,Hossie_2012_4,Hossie_2012_b,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,countershaded-eyespots vs. countershaded-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.63908,0.647044,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.008932532,0.003007936,
184,Hossie_2012,Hossie_2012_5,Hossie_2012_c,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,solid-eyespots vs. solid-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.567406,0.643062,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.086937657,0.00329339,
185,Hossie_2012,Hossie_2012_6,Hossie_2012_c,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,countershaded-eyespots vs. countershaded-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.838175,0.734646,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116442505,0.002201218,
186,Hossie_2012,Hossie_2012_7,Hossie_2012_d,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,solid-eyespots vs. solid-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.170439,0.130493,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141027304,0.01672141,
187,Hossie_2012,Hossie_2012_8,Hossie_2012_d,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,countershaded-eyespots vs. countershaded-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.143808,0.154461,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.037728513,0.016588123,
188,Hossie_2012,Hossie_2012_9,Hossie_2012_e,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,solid-eyespots vs. solid-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.037284,0.010652,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.630926738,0.156289489,
189,Hossie_2012,Hossie_2012_10,Hossie_2012_e,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,countershaded-eyespots vs. countershaded-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.015979,0.010652,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203660447,0.202855167,
190,Hossie_2012,Hossie_2012_11,Hossie_2012_f,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,solid-eyespots vs. solid-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.314248,0.36751,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.090277975,0.006746406,
191,Hossie_2012,Hossie_2012_12,Hossie_2012_f,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,countershaded-eyespots vs. countershaded-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.364847,0.335553,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048511212,0.006506846,
192,Hossie_2012,Hossie_2012_13,Hossie_2012_g,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,solid-eyespots vs. solid-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.150594,0.354029,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.469409118,0.011404357,
193,Hossie_2012,Hossie_2012_14,Hossie_2012_g,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,countershaded-eyespots vs. countershaded-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.361955,0.248349,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213007509,0.007908865,
194,Hossie_2012,Hossie_2012_15,Hossie_2012_h,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,solid-eyespots vs. solid-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.430647,0.298547,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213763845,0.006437903,
195,Hossie_2012,Hossie_2012_16,Hossie_2012_h,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,countershaded-eyespots vs. countershaded-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.470277,0.274769,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.314481052,0.006557323,
196,Hossie_2012,Hossie_2012_17,Hossie_2012_i,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,solid-eyespots vs. solid-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.258917,0.129458,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37185134,0.014180944,
197,Hossie_2012,Hossie_2012_18,Hossie_2012_i,2012,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,countershaded-eyespots vs. countershaded-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.10568,0.261559,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.483287596,0.016395213,
198,Hossie_2012,Hossie_2012_19,Hossie_2012_j,2012,Canada,fig. 3,p.172,none,none,none,none,continuous,number,Neutral,number of attacked,,conspicuous,circle,no pattern,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,25.66667,25.66667,0.7374214,1.183962264,0.6195796,0.42207541,NA,NA,independent,prey,median,0.693396226,1.117924528,IQR,NA,NA,0.589622642,0.929245283,0.948113208,1.485849057,-0.473462437,0.032455311,
199,Hossie_2012,Hossie_2012_19,Hossie_2012_j,2012,Canada,fig. 3,p.172,none,none,none,none,continuous,number,Neutral,number of attacked,,conspicuous,circle,no pattern,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,25.66667,25.66667,0.5581761,0.338050314,0.47345233,0.1406918,NA,NA,independent,prey,median,0.523584906,0.316037736,IQR,NA,NA,0.438679245,0.712264151,0.259433962,0.438679245,0.501479762,0.034779595,
200,Hossie_2012,Hossie_2012_19,Hossie_2012_j,2012,Canada,fig. 3,p.172,none,none,none,none,continuous,number,Neutral,number of attacked,,conspicuous,circle,no pattern,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,25.66667,25.66667,0.2672956,0.333333333,0.25133889,0.13328697,NA,NA,independent,prey,median,0.25,0.311320755,IQR,NA,NA,0.20754717,0.344339623,0.259433962,0.429245283,-0.220787827,0.040677608,
201,Hossie_2012,Hossie_2012_19,Hossie_2012_j,2012,Canada,fig. 3,p.172,none,none,none,none,continuous,number,Neutral,number of attacked,,conspicuous,circle,no pattern,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,25.66667,25.66667,0.1147799,0.259433962,0.14028217,0.11847731,NA,NA,independent,prey,median,0.108490566,0.240566038,IQR,NA,NA,0.070754717,0.16509434,0.193396226,0.344339623,-0.815485807,0.066322867,
202,Hossie_2012,Hossie_2012_19,Hossie_2012_j,2012,Canada,fig. 3,p.172,none,none,none,none,continuous,number,Neutral,number of attacked,,conspicuous,circle,no pattern,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,25.66667,25.66667,0.1839623,0.367924528,0.1899654,0.1406918,NA,NA,independent,prey,median,0.174528302,0.349056604,IQR,NA,NA,0.127358491,0.25,0.287735849,0.466981132,-0.693146985,0.04724235,
203,Hossie_2012,Hossie_2012_19,Hossie_2012_j,2012,Canada,fig. 3,p.172,none,none,none,none,continuous,number,Neutral,number of attacked,,conspicuous,circle,no pattern,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,1110.552963,7.012613335,artificial,abstract_caterpillar,NA,NA,NA,25.66667,25.66667,1.5251572,1.083333333,1.2479268,0.39986091,NA,NA,independent,prey,median,1.433962264,1.014150943,IQR,NA,NA,1.221698113,1.919811321,0.863207547,1.372641509,0.342054779,0.031392235,
204,Hossie_2013,Hossie_2013_1,Hossie_2013_a,2013,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,eyespots-resting posture vs.no eyespots-resting posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,821.526439,6.711164121,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.273243,0.183435,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217328747,0.010950447,
205,Hossie_2013,Hossie_2013_2,Hossie_2013_a,2013,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,931.817524,6.837137006,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.288694,0.344704,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.100953684,0.007353731,
206,Hossie_2013,Hossie_2013_3,Hossie_2013_b,2013,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,eyespots-resting posture vs.no eyespots-resting posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,821.526439,6.711164121,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.369811,0.286763,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145627736,0.007124553,
207,Hossie_2013,Hossie_2013_4,Hossie_2013_b,2013,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,931.817524,6.837137006,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.453826,0.379468,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107731341,0.005339448,
208,Hossie_2013,Hossie_2013_5,Hossie_2013_c,2013,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,eyespots-resting posture vs.no eyespots-resting posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,821.526439,6.711164121,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.072382,0.018304,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.696744916,0.088249418,
209,Hossie_2013,Hossie_2013_6,Hossie_2013_c,2013,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,931.817524,6.837137006,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.068519,0.082039,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.092427873,0.033993124,
210,Hossie_2013,Hossie_2013_7,Hossie_2013_d,2013,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,eyespots-resting posture vs.no eyespots-resting posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,821.526439,6.711164121,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.290698,0.205426,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191085843,0.009899991,
211,Hossie_2013,Hossie_2013_8,Hossie_2013_d,2013,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,931.817524,6.837137006,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.29845,0.293605,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009224364,0.007868951,
212,Hossie_2013,Hossie_2013_9,Hossie_2013_e,2013,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,eyespots-resting posture vs.no eyespots-resting posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,821.526439,6.711164121,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.602713,0.532946,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082613672,0.003592304,
213,Hossie_2013,Hossie_2013_10,Hossie_2013_e,2013,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,931.817524,6.837137006,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.606589,0.608527,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.002220243,0.003259764,
214,Hossie_2013,Hossie_2013_11,Hossie_2013_f,2013,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,eyespots-resting posture vs.no eyespots-resting posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,821.526439,6.711164121,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.151163,0.069767,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401381029,0.026388553,
215,Hossie_2013,Hossie_2013_12,Hossie_2013_f,2013,Canada,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,931.817524,6.837137006,artificial,abstract_caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.129845,0.135659,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022976527,0.018733444,
216,Hossie_2013,Hossie_2013_13,Hossie_2013_g,2013,Canada,text,p.386,none,none,none,none,continuous,number,Neutral,number of attacked,,eyespot,eyespot,no pattern,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,876.671981,6.776132898,artificial,abstract_caterpillar,NA,NA,NA,92.5,92.5,6.13,4.39,5.482084458,3.654722972,NA,NA,independent,prey,mean,6.13,4.39,SE,0.57,0.38,NA,NA,NA,NA,0.333865523,0.016138966,
217,Hossie_2013,Hossie_2013_13,Hossie_2013_g,2013,Canada,fig. 4,p.387,none,none,none,none,continuous,number,Neutral,number of attacked,,eyespot,eyespot,no pattern,eyespots-resting posture vs. no eyespots-resting posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,821.526439,6.711164121,artificial,abstract_caterpillar,NA,NA,NA,7.708333,7.708333,1.2048,1.174933333,1.967424,0.46658372,NA,NA,independent,prey,median,1.2656,1.128,IQR,NA,NA,0.728,1.6208,0.9392,1.4576,0.02510217,0.366402221,
218,Hossie_2013,Hossie_2013_13,Hossie_2013_g,2013,Canada,fig. 4,p.387,none,none,none,none,continuous,number,Neutral,number of attacked,,eyespot,eyespot,no pattern,eyespots-resting posture vs. no eyespots-resting posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,821.526439,6.711164121,artificial,abstract_caterpillar,NA,NA,NA,7.708333,7.708333,0.6064,0.3664,0.9735706,0.16416835,NA,NA,independent,prey,median,0.6128,0.344,IQR,NA,NA,0.4016,0.8048,0.2864,0.4688,0.503814202,0.360436117,
219,Hossie_2013,Hossie_2013_13,Hossie_2013_g,2013,Canada,fig. 4,p.387,none,none,none,none,continuous,number,Neutral,number of attacked,,eyespot,eyespot,no pattern,eyespots-resting posture vs. no eyespots-resting posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,821.526439,6.711164121,artificial,abstract_caterpillar,NA,NA,NA,7.708333,7.708333,0.4784,0.24,0.8113089,0.10368527,NA,NA,independent,prey,median,0.4976,0.224,IQR,NA,NA,0.2864,0.6512,0.1904,0.3056,0.689808279,0.397316942,
220,Hossie_2013,Hossie_2013_13,Hossie_2013_g,2013,Canada,fig. 4,p.387,none,none,none,none,continuous,number,Neutral,number of attacked,,eyespot,eyespot,no pattern,eyespots-resting posture vs. no eyespots-resting posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,821.526439,6.711164121,artificial,abstract_caterpillar,NA,NA,NA,7.708333,7.708333,0.3856,0.308266667,0.6287644,0.14688747,NA,NA,independent,prey,median,0.4016,0.304,IQR,NA,NA,0.2384,0.5168,0.2288,0.392,0.223835352,0.37439305,
221,Hossie_2013,Hossie_2013_13,Hossie_2013_g,2013,Canada,fig. 4,p.387,none,none,none,none,continuous,number,Neutral,number of attacked,,eyespot,eyespot,no pattern,eyespots-resting posture vs. no eyespots-resting posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,821.526439,6.711164121,artificial,abstract_caterpillar,NA,NA,NA,7.708333,7.708333,0.6864,0.1552,1.1966806,0.08640439,NA,NA,independent,prey,median,0.728,0.1424,IQR,NA,NA,0.4016,0.9296,0.1136,0.2096,1.48674594,0.434522764,
222,Hossie_2013,Hossie_2013_13,Hossie_2013_g,2013,Canada,fig. 4,p.387,none,none,none,none,continuous,number,Neutral,number of attacked,,eyespot,eyespot,no pattern,eyespots-resting posture vs. no eyespots-resting posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,821.526439,6.711164121,artificial,abstract_caterpillar,NA,NA,NA,7.708333,7.708333,1.2112,0.9296,1.977565,0.41474109,NA,NA,independent,prey,median,1.2656,0.872,IQR,NA,NA,0.728,1.64,0.728,1.1888,0.264612497,0.371658004,
223,Hossie_2013,Hossie_2013_13,Hossie_2013_g,2013,Canada,fig. 4,p.387,none,none,none,none,continuous,number,Neutral,number of attacked,,eyespot,eyespot,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,931.817524,6.837137006,artificial,abstract_caterpillar,NA,NA,NA,7.708333,7.708333,1.3616,1.2208,2.0688376,0.77763954,NA,NA,independent,prey,median,1.1888,1.1504,IQR,NA,NA,0.8432,2.0528,0.824,1.688,0.109154097,0.352136475,
224,Hossie_2013,Hossie_2013_13,Hossie_2013_g,2013,Canada,fig. 4,p.387,none,none,none,none,continuous,number,Neutral,number of attacked,,eyespot,eyespot,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,931.817524,6.837137006,artificial,abstract_caterpillar,NA,NA,NA,7.708333,7.708333,1.5408,0.8304,2.3426543,0.39746021,NA,NA,independent,prey,median,1.3424,0.7472,IQR,NA,NA,0.9584,2.3216,0.6512,1.0928,0.618149529,0.32961121,
225,Hossie_2013,Hossie_2013_13,Hossie_2013_g,2013,Canada,fig. 4,p.387,none,none,none,none,continuous,number,Neutral,number of attacked,,eyespot,eyespot,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,931.817524,6.837137006,artificial,abstract_caterpillar,NA,NA,NA,7.708333,7.708333,0.8848,0.4496,1.3386596,0.22465142,NA,NA,independent,prey,median,0.7664,0.4112,IQR,NA,NA,0.5552,1.3328,0.344,0.5936,0.677003332,0.329343876,
